	Ticker	Report Date	Fiscal Year	Revenue	Cost of Revenue	Operating Income (Loss)	Operating Expenses	Depreciation & Amortization	EBITDA	account_number	organization	authority_types	sectors	primary_industry	primary_questionnaire_sector
1342	CRUS	2020-03-31	2019	1281124000.0	-606957000.0	173480000.0	-500687000.0	68237000.0	241717000.0						
1343	CRVS	2017-12-31	2017	-340666549.55297804	340666549.55297804	-56524000.0	-56524000.0	842000.0	-55682000.0						
1344	CRVS	2018-12-31	2018	-296657860.4149863	296657860.4149863	-49222000.0	-49222000.0	847000.0	-48375000.0						
1345	CRVS	2019-12-31	2019	-294439947.84270734	294439947.84270734	-48854000.0	-48854000.0	743000.0	-48111000.0						
1346	CRWD	2019-01-31	2018	249824000.0	-87238000.0	-136864000.0	-299450000.0	14815000.0	-122049000.0						
1347	CRWD	2020-01-31	2019	481413000.0	-141627000.0	-146065000.0	-485851000.0	23026000.0	-123039000.0						
1348	CRWS	2017-04-30	2017	70270000.0	-50491000.0	5507000.0	-14272000.0	333000.0	5840000.0						
1349	CRWS	2018-04-30	2018	76381000.0	-54074000.0	7113000.0	-15194000.0	640000.0	7753000.0						
1350	CRWS	2019-04-30	2019	73396000.0	-51806000.0	7737000.0	-13853000.0	716000.0	8453000.0						
1351	CRY	2017-12-31	2017	189702000.0	-61060000.0	7970000.0	-120672000.0	9745000.0	17715000.0						
1352	CRY	2018-12-31	2018	262841000.0	-89857000.0	9312000.0	-163672000.0	18095000.0	27407000.0						
1353	CRY	2019-12-31	2019	276222000.0	-93209000.0	17042000.0	-165971000.0	18317000.0	35359000.0						
1354	CRZO	2017-12-31	2017	745888000.0	0.0	237440000.0	-508448000.0	262589000.0	500029000.0						
1355	CRZO	2018-12-31	2018	1065942000.0	0.0	475186000.0	-590756000.0	299530000.0	774716000.0						
1356	CSBR	2017-04-30	2017	15411000.0	-9703000.0	-6809000.0	-12517000.0	168000.0	-6641000.0						
1357	CSBR	2018-04-30	2018	20241000.0	-10553000.0	-1354000.0	-11042000.0	360000.0	-994000.0						
1358	CSBR	2019-04-30	2019	27067000.0	-14265000.0	270000.0	-12532000.0	606000.0	876000.0						
1359	CSBR	2020-04-30	2020	32123000.0	-16882000.0	-1468000.0	-16709000.0	825000.0	-643000.0						
1360	CSCO	2017-07-31	2017	48005000000.0	-17781000000.0	11973000000.0	-18251000000.0	0.0	11973000000.0	3329.0	Cisco Systems, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment, IT & software development, Specialized professional services	Services	General
1361	CSCO	2018-07-31	2018	49330000000.0	-18724000000.0	12309000000.0	-18297000000.0	0.0	12309000000.0	3329.0	Cisco Systems, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment, IT & software development, Specialized professional services	Manufacturing	General
1362	CSCO	2019-07-31	2019	51904000000.0	-19238000000.0	14219000000.0	-18447000000.0	0.0	14219000000.0	3329.0	Cisco Systems, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment, IT & software development, Specialized professional services	Services	General
1363	CSCO	2020-07-31	2020	49301000000.0	-17618000000.0	13620000000.0	-18063000000.0	0.0	13620000000.0	3329.0	Cisco Systems, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment, IT & software development, Specialized professional services	Services	General
1364	CSGP	2017-12-31	2017	965230000.0	-220403000.0	173816000.0	-571011000.0	63643000.0	237459000.0						
1365	CSGP	2018-12-31	2018	1191832000.0	-269933000.0	273564000.0	-648335000.0	77743000.0	351307000.0						
1366	CSGP	2019-12-31	2019	1399719000.0	-289239000.0	363547000.0	-746933000.0	81165000.0	444712000.0						
1367	CSGS	2017-12-31	2017	789582000.0	-394811000.0	114481000.0	-280290000.0	42881000.0	157362000.0						
1368	CSGS	2018-12-31	2018	875059000.0	-449820000.0	113593000.0	-311646000.0	62632000.0	176225000.0						
1369	CSGS	2019-12-31	2019	996810000.0	-525122000.0	130943000.0	-340745000.0	67122000.0	198065000.0						
1370	CSII	2017-06-30	2017	204906000.0	-39441000.0	-1542000.0	-167007000.0	4135000.0	2593000.0						
1371	CSII	2018-06-30	2018	217043000.0	-39484000.0	2234000.0	-175325000.0	3934000.0	6168000.0						
1372	CSII	2019-06-30	2019	248017000.0	-47680000.0	-825000.0	-201162000.0	3446000.0	2621000.0						
1373	CSII	2020-06-30	2020	236545000.0	-48759000.0	-26772000.0	-214558000.0	4179000.0	-22593000.0						
1374	CSL	2017-12-31	2017	4089900000.0	-2941900000.0	505700000.0	-642300000.0	169100000.0	674800000.0						
1375	CSL	2018-12-31	2018	4479500000.0	-3304800000.0	509000000.0	-665700000.0	190600000.0	699600000.0						
1376	CSL	2019-12-31	2019	4811600000.0	-3439900000.0	654200000.0	-717500000.0	205400000.0	859600000.0						
1377	CSLT	2017-12-31	2017	131429000.0	-47184000.0	-61395000.0	-145640000.0	6613000.0	-54782000.0						
1378	CSLT	2018-12-31	2018	156404000.0	-60189000.0	-39894000.0	-136109000.0	6858000.0	-33036000.0						
1379	CSLT	2019-12-31	2019	143308000.0	-59074000.0	-41338000.0	-125572000.0	5920000.0	-35418000.0						
1380	CSOD	2017-12-31	2017	481985000.0	-142867000.0	-47717000.0	-386835000.0	35377000.0	-12340000.0						
1381	CSOD	2018-12-31	2018	537891000.0	-144349000.0	1177000.0	-392365000.0	35260000.0	36437000.0						
1382	CSOD	2019-12-31	2019	576523000.0	-149215000.0	11933000.0	-415375000.0	41599000.0	53532000.0						
1383	CSS	2018-03-31	2017	361896000.0	-269067000.0	-12372000.0	-105201000.0	10487000.0	-1885000.0						
1384	CSS	2019-03-31	2018	382263000.0	-292973000.0	-24059000.0	-113349000.0	13967000.0	-10092000.0						
1385	CSU	2017-12-31	2017	466997000.0	0.0	20700000.0	-446297000.0	66199000.0	86899000.0						
1386	CSU	2018-12-31	2018	460018000.0	0.0	7603000.0	-452415000.0	62824000.0	70427000.0						
1387	CSU	2019-12-31	2019	447100000.0	0.0	-14689000.0	-461789000.0	64190000.0	49501000.0						
1388	CSWI	2018-03-31	2017	326222000.0	-178306000.0	50714000.0	-97202000.0	7651000.0	58365000.0						
1389	CSWI	2019-03-31	2018	350155000.0	-188785000.0	60440000.0	-100930000.0	7411000.0	67851000.0						
1390	CSWI	2020-03-31	2019	385871000.0	-208821000.0	66067000.0	-110983000.0	7918000.0	73985000.0						
1391	CSX	2017-12-31	2017	11408000000.0	-6320000000.0	3773000000.0	-1315000000.0	1315000000.0	5088000000.0	4120.0	CSX Corporation	 Investor, Supply Chain	 Industrial support services, Rail transport	Transportation services	Transport services
1392	CSX	2018-12-31	2018	12250000000.0	-6146000000.0	4773000000.0	-1331000000.0	1331000000.0	6104000000.0	4120.0	CSX Corporation	 Investor, Supply Chain	 Industrial support services, Rail transport	Transportation services	Transport services
1393	CSX	2019-12-31	2019	11937000000.0	-5714000000.0	4874000000.0	-1349000000.0	1349000000.0	6223000000.0	4120.0	CSX Corporation	 Investor, Supply Chain	 Industrial support services, Rail transport	Transportation services	Transport services
1394	CTAS	2017-05-31	2017	5323381000.0	-2943086000.0	852915000.0	-1527380000.0	171565000.0	1024480000.0						
1395	CTAS	2018-05-31	2018	6476632000.0	-3568109000.0	991731000.0	-1916792000.0	215476000.0	1207207000.0						
1396	CTAS	2019-05-31	2019	6892303000.0	-3763715000.0	1147944000.0	-1980644000.0	223631000.0	1371575000.0						
1397	CTAS	2020-05-31	2020	7085120000.0	-3851372000.0	1162696000.0	-2071052000.0	235905000.0	1398601000.0						
1398	CTL	2017-12-31	2017	17656000000.0	-8203000000.0	2009000000.0	-7444000000.0	3936000000.0	5945000000.0	31497.0	CenturyLink	 Investor, Supply Chain	 Media, telecommunications & data center services	Services	General
1399	CTL	2018-12-31	2018	23443000000.0	-10862000000.0	3296000000.0	-9285000000.0	5120000000.0	8416000000.0	31497.0	CenturyLink	 Investor, Supply Chain	 Media, telecommunications & data center services	Services	General
1400	CTL	2019-12-31	2019	22401000000.0	-10077000000.0	3780000000.0	-8544000000.0	4829000000.0	8609000000.0	31497.0	CenturyLink	 Investor, Supply Chain	 Media, telecommunications & data center services	Services	General
1401	CTMX	2017-12-31	2017	71623000.0	0.0	-46259000.0	-117882000.0	1645000.0	-44614000.0						
1402	CTMX	2018-12-31	2018	59502000.0	0.0	-77874000.0	-137376000.0	1884000.0	-75990000.0						
1403	CTMX	2019-12-31	2019	57489000.0	0.0	-110895000.0	-168384000.0	2459000.0	-108436000.0						
1404	CTS	2017-12-31	2017	422993000.0	-282562000.0	43342000.0	-97089000.0	20674000.0	64016000.0						
1405	CTS	2018-12-31	2018	470483000.0	-305510000.0	66100000.0	-98873000.0	22514000.0	88614000.0						
1406	CTS	2019-12-31	2019	468999000.0	-311424000.0	61200000.0	-96375000.0	24619000.0	85819000.0						
1407	CTSH	2017-12-31	2017	14810000000.0	-9152000000.0	2481000000.0	-3177000000.0	443000000.0	2924000000.0						
1408	CTSH	2018-12-31	2018	16125000000.0	-9838000000.0	2801000000.0	-3486000000.0	498000000.0	3299000000.0						
1409	CTSH	2019-12-31	2019	16783000000.0	-10634000000.0	2670000000.0	-3479000000.0	526000000.0	3196000000.0						
1410	CTXS	2017-12-31	2017	2824686000.0	-439646000.0	645910000.0	-1739130000.0	87137000.0	733047000.0						
1411	CTXS	2018-12-31	2018	2973903000.0	-433803000.0	694685000.0	-1845415000.0	78983000.0	773668000.0						
1412	CTXS	2019-12-31	2019	3010564000.0	-464047000.0	558365000.0	-1988152000.0	72079000.0	630444000.0						
1413	CUB	2017-09-30	2017	1107709000.0	-779323000.0	4888000.0	-323498000.0	48045000.0	52933000.0						
1414	CUB	2018-09-30	2018	1202898000.0	-835392000.0	29400000.0	-338106000.0	46600000.0	76000000.0						
1415	CUB	2019-09-30	2019	1496475000.0	-1065060000.0	69113000.0	-362302000.0	64742000.0	133855000.0						
1416	CUBE	2017-12-31	2017	558943000.0	-181508000.0	197009000.0	-180426000.0	148319000.0	345328000.0						
1417	CUBE	2018-12-31	2018	597944000.0	-196866000.0	220016000.0	-181062000.0	145663000.0	365679000.0						
1418	CUBE	2019-12-31	2019	643915000.0	-209739000.0	232069000.0	-202107000.0	166366000.0	398435000.0						
1419	CUO	2017-12-31	2017	152810000.0	-124715000.0	2898000.0	-25197000.0	2554000.0	5452000.0						
1420	CUO	2018-12-31	2018	163983000.0	-136176000.0	-1055000.0	-28862000.0	2633000.0	1578000.0						
1421	CUO	2019-12-31	2019	113276000.0	-88723000.0	-9571000.0	-34124000.0	1962000.0	-7609000.0						
1422	CUZ	2017-12-31	2017	466185000.0	-167409000.0	74508000.0	-224268000.0	0.0	74508000.0						
1423	CUZ	2018-12-31	2018	475212000.0	-168460000.0	103330000.0	-203422000.0	0.0	103330000.0						
1424	CUZ	2019-12-31	2019	657515000.0	-226150000.0	137209000.0	-294156000.0	0.0	137209000.0						
1425	CVCO	2018-03-31	2017	871235000.0	-690555000.0	73773000.0	-106907000.0	4026000.0	77799000.0						
1426	CVCO	2019-03-31	2018	962746000.0	-757040000.0	84138000.0	-121568000.0	4698000.0	88836000.0						
1427	CVCO	2020-03-31	2019	1061774000.0	-831256000.0	84907000.0	-145611000.0	5783000.0	90690000.0						
1428	CVGI	2017-12-31	2017	755231000.0	-662666000.0	31445000.0	-61120000.0	15344000.0	46789000.0						
1429	CVGI	2018-12-31	2018	897737000.0	-768885000.0	66873000.0	-61979000.0	15418000.0	82291000.0						
1430	CVGI	2019-12-31	2019	901238000.0	-796101000.0	40636000.0	-64501000.0	15514000.0	56150000.0						
1431	CVNA	2017-12-31	2017	858870000.0	-790779000.0	-155309000.0	-223400000.0	11568000.0	-143741000.0						
1432	CVNA	2018-12-31	2018	1955467000.0	-1758758000.0	-228549000.0	-425258000.0	23539000.0	-205010000.0						
1433	CVNA	2019-12-31	2019	3939896000.0	-3433482000.0	-280303000.0	-786717000.0	41265000.0	-239038000.0						
1434	CVS	2017-12-31	2017	184786000000.0	-156258000000.0	9538000000.0	-18990000000.0	0.0	9538000000.0	4151.0	CVS Health	 Investor	 Convenience retail, Financial services, Medical equipment & supplies, Other services	Services	General
1435	CVS	2018-12-31	2018	194579000000.0	-163041000000.0	4021000000.0	-27517000000.0	0.0	4021000000.0	4151.0	CVS Health	 Investor	 Convenience retail, Financial services, Medical equipment & supplies, Other services	Services	General
1436	CVS	2019-12-31	2019	256776000000.0	-211248000000.0	11987000000.0	-33541000000.0	0.0	11987000000.0	4151.0	CVS Health	 Investor	 Convenience retail, Financial services, Medical equipment & supplies, Other services	Services	General
1437	CVSI	2017-12-31	2017	20679239.0	-6190575.0	-2488041.0	-16976705.0	182795.0	-2305246.0						
1438	CVSI	2018-12-31	2018	48244000.0	-14366000.0	10247000.0	-23631000.0	519000.0	10766000.0						
1439	CVSI	2019-12-31	2019	53696000.0	-18608000.0	-17240000.0	-52328000.0	716000.0	-16524000.0						
1440	CVX	2017-12-31	2017	134674000000.0	-95202000000.0	2480000000.0	-36992000000.0	19349000000.0	21829000000.0						
1441	CVX	2018-12-31	2018	158902000000.0	-115122000000.0	13886000000.0	-29894000000.0	19419000000.0	33305000000.0						
1442	CVX	2019-12-31	2019	139865000000.0	-101498000000.0	-317000000.0	-38684000000.0	29218000000.0	28901000000.0						
1443	CWEN	2017-12-31	2017	1009000000.0	-326000000.0	330000000.0	-353000000.0	334000000.0	664000000.0						
1444	CWEN	2018-12-31	2018	1053000000.0	-332000000.0	370000000.0	-351000000.0	331000000.0	701000000.0						
1445	CWEN	2019-12-31	2019	1032000000.0	-342000000.0	265000000.0	-425000000.0	396000000.0	661000000.0						
1446	CWH	2017-12-31	2017	4285255000.0	-3039303000.0	361380000.0	-884572000.0	31545000.0	392925000.0						
1447	CWH	2018-12-31	2018	4792017000.0	-3429465000.0	241061000.0	-1121491000.0	49322000.0	290383000.0						
1448	CWH	2019-12-31	2019	4892019000.0	-3604621000.0	8747000.0	-1278651000.0	59932000.0	68679000.0						
1449	CWS	2017-12-31	2017	13522056.0	-13677889.0	-11770020.0	-11614187.0	4275122.0	-7494898.0						
1450	CWS	2018-12-31	2018	9508042.0	-13924107.0	-24178840.0	-19762775.0	4753271.0	-19425569.0						
1451	CWS	2019-12-31	2019	29655.0	-24812.0	-6106863.0	-6111706.0	299874.0	-5806989.0						
1452	CXO	2017-12-31	2017	2586000000.0	-408000000.0	530000000.0	-1648000000.0	1146000000.0	1676000000.0						
1453	CXO	2018-12-31	2018	4151000000.0	-590000000.0	1347000000.0	-2214000000.0	1478000000.0	2825000000.0						
1454	CXO	2019-12-31	2019	4592000000.0	-716000000.0	921000000.0	-2955000000.0	1964000000.0	2885000000.0						
1455	CXW	2017-12-31	2017	1765498000.0	-1249537000.0	261010000.0	-254951000.0	147129000.0	408139000.0						
1456	CXW	2018-12-31	2018	1835766000.0	-1315250000.0	251065000.0	-269451000.0	156501000.0	407566000.0						
1457	CXW	2019-12-31	2019	1980689000.0	-1422769000.0	286270000.0	-271650000.0	144572000.0	430842000.0						
1458	CY	2017-12-31	2017	2327771000.0	-1545837000.0	78093000.0	-703841000.0	264905000.0	342998000.0	4109.0	Cypress Semiconductor Corporation	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
1459	CY	2018-12-31	2018	2483840000.0	-1552385000.0	164428000.0	-767027000.0	282985000.0	447413000.0	4109.0	Cypress Semiconductor Corporation	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
1460	CY	2019-12-31	2019	2205314000.0	-1375289000.0	123263000.0	-706762000.0	284656000.0	407919000.0	4109.0	Cypress Semiconductor Corporation	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
1461	CYAN	2018-03-31	2017	34115000.0	-20744000.0	1414000.0	-11957000.0	1877000.0	3291000.0						
1462	CYAN	2019-03-31	2018	30202000.0	-19736000.0	-2997000.0	-13463000.0	1908000.0	-1089000.0						
1463	CYAN	2020-03-31	2019	31899000.0	-19199000.0	1053000.0	-11647000.0	1934000.0	2987000.0						
1464	CYCC	2017-12-31	2017	0.0	0.0	-9491000.0	-9491000.0	32000.0	-9459000.0						
1465	CYCC	2018-12-31	2018	150000.0	0.0	-9548000.0	-9698000.0	29000.0	-9519000.0						
1466	CYCC	2019-12-31	2019	-58352797.62175242	58352797.62175242	-9682000.0	-9682000.0	20000.0	-9662000.0						
1467	CYIG	2018-03-31	2017	64942737.0	-39603995.0	15142468.0	-10196274.0	1300651.0	16443119.0						
1468	CZR	2017-12-31	2017	4852000000.0	-2243000000.0	532000000.0	-2077000000.0	628000000.0	1160000000.0	8054.0	Caesars Entertainment	 Investor	 Bars, hotels & restaurants, Entertainment facilities	Hospitality	General
1469	CZR	2018-12-31	2018	8391000000.0	-3944000000.0	817000000.0	-3630000000.0	1145000000.0	1962000000.0	8054.0	Caesars Entertainment	 Investor	 Bars, hotels & restaurants, Entertainment facilities	Hospitality	General
1470	CZR	2019-12-31	2019	8742000000.0	-4110000000.0	1086000000.0	-3546000000.0	1021000000.0	2107000000.0	8054.0	Caesars Entertainment	 Investor	 Bars, hotels & restaurants, Entertainment facilities	Hospitality	General
1471	D	2017-12-31	2017	12586000000.0	-3008000000.0	4130000000.0	-5448000000.0	2202000000.0	6332000000.0	4832.0	Dominion Energy	 Investor	 Energy utility networks, Thermal power generation	Power generation	Electric utilities
1472	D	2018-12-31	2018	13366000000.0	-3581000000.0	3624000000.0	-6161000000.0	2280000000.0	5904000000.0	4832.0	Dominion Energy	 Investor	 Energy utility networks, Thermal power generation	Power generation	Electric utilities
1473	D	2019-12-31	2019	16572000000.0	-4562000000.0	3887000000.0	-8123000000.0	2977000000.0	6864000000.0	4832.0	Dominion Energy	 Investor	 Energy utility networks, Thermal power generation	Power generation	Electric utilities
1474	DAL	2017-12-31	2017	41244000000.0	-27794000000.0	6114000000.0	-7336000000.0	2235000000.0	8349000000.0	4408.0	Delta Air Lines	 Investor, Supply Chain	 Air transport	Transportation services	Transport services
1475	DAL	2018-12-31	2018	44438000000.0	-31880000000.0	5264000000.0	-7294000000.0	2329000000.0	7593000000.0	4408.0	Delta Air Lines	 Investor, Supply Chain	 Air transport	Transportation services	Transport services
1476	DAL	2019-12-31	2019	47007000000.0	-32401000000.0	6618000000.0	-7988000000.0	2581000000.0	9199000000.0	4408.0	Delta Air Lines	 Investor, Supply Chain	 Air transport	Transportation services	Transport services
1477	DAN	2017-12-31	2017	7209000000.0	-6143000000.0	547000000.0	-519000000.0	233000000.0	780000000.0	4287.0	Dana	 Supply Chain	 Electrical & electronic equipment, Metal products manufacturing, Powered machinery	Manufacturing	General
1478	DAN	2018-12-31	2018	8143000000.0	-6986000000.0	650000000.0	-507000000.0	270000000.0	920000000.0	4287.0	Dana	 Supply Chain	 Electrical & electronic equipment, Metal products manufacturing, Powered machinery	Manufacturing	General
1479	DAN	2019-12-31	2019	8620000000.0	-7489000000.0	611000000.0	-520000000.0	339000000.0	950000000.0	4287.0	Dana	 Supply Chain	 Electrical & electronic equipment, Metal products manufacturing, Powered machinery	Manufacturing	General
1480	DATA	2017-12-31	2017	877059000.0	-113559000.0	-190965000.0	-954465000.0	44746000.0	-146219000.0						
1481	DATA	2018-12-31	2018	1155352000.0	-142624000.0	-89749000.0	-1102477000.0	35787000.0	-53962000.0						
1482	DBD	2017-12-31	2017	4609300000.0	-3599600000.0	-79500000.0	-1089200000.0	252200000.0	172700000.0						
1483	DBD	2018-12-31	2018	4578600000.0	-3687700000.0	-152100000.0	-1043000000.0	258700000.0	106600000.0						
1484	DBD	2019-12-31	2019	4408700000.0	-3341600000.0	11200000.0	-1055900000.0	226100000.0	237300000.0						
1485	DBX	2017-12-31	2017	1106800000.0	-368900000.0	-113700000.0	-851600000.0	181800000.0	68100000.0						
1486	DBX	2018-12-31	2018	1391700000.0	-394700000.0	-494000000.0	-1491000000.0	166800000.0	-327200000.0						
1487	DBX	2019-12-31	2019	1661300000.0	-411000000.0	-80500000.0	-1330800000.0	173500000.0	93000000.0						
1488	DCI	2017-07-31	2017	2371900000.0	-1548800000.0	328600000.0	-494500000.0	75200000.0	403800000.0						
1489	DCI	2018-07-31	2018	2734200000.0	-1798700000.0	380000000.0	-555500000.0	76700000.0	456700000.0						
1490	DCI	2019-07-31	2019	2844900000.0	-1896600000.0	388200000.0	-560100000.0	81100000.0	469300000.0						
1491	DCI	2020-07-31	2020	2581800000.0	-1710200000.0	340100000.0	-531500000.0	87600000.0	427700000.0						
1492	DCPH	2017-12-31	2017	0.0	0.0	-50935000.0	-50935000.0	150000.0	-50785000.0						
1493	DCPH	2018-12-31	2018	0.0	0.0	-104099000.0	-104099000.0	317000.0	-103782000.0						
1494	DCPH	2019-12-31	2019	25000000.0	0.0	-200726000.0	-225726000.0	830000.0	-199896000.0						
1495	DD	2017-12-31	2017	62484000000.0	-50414000000.0	4926000000.0	-7144000000.0	3969000000.0	8895000000.0	5115.0	E.I. du Pont de Nemours and Company	 Investor, Supply Chain	 Chemicals	Materials	Chemicals
1496	DD	2018-12-31	2018	85977000000.0	-65333000000.0	8972000000.0	-11672000000.0	5918000000.0	14890000000.0	5115.0	E.I. du Pont de Nemours and Company	 Investor, Supply Chain	 Chemicals	Materials	Chemicals
1497	DD	2019-12-31	2019	21512000000.0	-14056000000.0	2788000000.0	-4668000000.0	3195000000.0	5983000000.0	5115.0	E.I. du Pont de Nemours and Company	 Investor, Supply Chain	 Chemicals	Materials	Chemicals
1498	DDD	2017-12-31	2017	646069000.0	-341230000.0	-53973000.0	-358812000.0	62041000.0	8068000.0						
1499	DDD	2018-12-31	2018	687660000.0	-363266000.0	-43191000.0	-367585000.0	59293000.0	16102000.0						
1500	DDD	2019-12-31	2019	629094000.0	-351053000.0	-57104000.0	-335145000.0	50396000.0	-6708000.0						
1501	DDE	2017-12-31	2017	176924000.0	-146209000.0	233000.0	-30482000.0	8168000.0	8401000.0						
1502	DDE	2018-12-31	2018	179931000.0	-133967000.0	1995000.0	-43969000.0	8231000.0	10226000.0						
1503	DDOG	2018-12-31	2018	198077000.0	-46529000.0	-11033000.0	-162581000.0	6026000.0	-5007000.0						
1504	DDOG	2019-12-31	2019	362780000.0	-88949000.0	-20140000.0	-293971000.0	12370000.0	-7770000.0						
1505	DDS	2018-02-28	2017	6422676000.0	-4199718000.0	278435000.0	-1944523000.0	0.0	278435000.0						
1506	DDS	2019-02-28	2018	6503349000.0	-4291520000.0	268188000.0	-1943641000.0	0.0	268188000.0						
1507	DDS	2020-02-29	2019	6343211000.0	-4235978000.0	167492000.0	-1939741000.0	0.0	167492000.0						
1508	DE	2017-10-31	2017	29737700000.0	-19933500000.0	4053300000.0	-5750900000.0	1715500000.0	5768800000.0	4365.0	Deere & Company	 Investor	 Financial services, Powered machinery	Manufacturing	General
1509	DE	2018-10-31	2018	37357700000.0	-25571200000.0	5274300000.0	-6512200000.0	1927100000.0	7201400000.0	4365.0	Deere & Company	 Investor	 Financial services, Powered machinery	Manufacturing	General
1510	DE	2019-10-31	2019	39258000000.0	-26792000000.0	5554000000.0	-6912000000.0	2019000000.0	7573000000.0	4365.0	Deere & Company	 Investor	 Financial services, Powered machinery	Manufacturing	General
1511	DENN	2017-12-31	2017	529169000.0	-310958000.0	70698000.0	-147513000.0	23720000.0	94418000.0						
1512	DENN	2018-12-31	2018	630179000.0	-402370000.0	73614000.0	-154195000.0	27039000.0	100653000.0						
1513	DENN	2019-12-31	2019	541389000.0	-332465000.0	164983000.0	-43941000.0	19846000.0	184829000.0						
1514	DEST	2018-02-28	2017	406207000.0	-192355000.0	-4804000.0	-218656000.0	17592000.0	12788000.0						
1515	DEST	2019-02-28	2018	383750000.0	-185603000.0	-184000.0	-198331000.0	15505000.0	15321000.0						
1516	DF	2017-12-31	2017	7795025000.0	-5977348000.0	138843000.0	-1678834000.0	170640000.0	309483000.0						
1517	DF	2018-12-31	2018	7755283000.0	-6100005000.0	-43726000.0	-1699004000.0	156027000.0	112301000.0						
1518	DF	2019-12-31	2019	7328663000.0	-5888931000.0	-210145000.0	-1649877000.0	153222000.0	-56923000.0						
1519	DG	2018-02-28	2017	23470967000.0	-16249608000.0	2007818000.0	-5213541000.0	404231000.0	2412049000.0						
1520	DG	2019-02-28	2018	25625043000.0	-17821173000.0	2116306000.0	-5687564000.0	454134000.0	2570440000.0						
1521	DG	2020-02-29	2019	27753973000.0	-19264912000.0	2302304000.0	-6186757000.0	504804000.0	2807108000.0						
1522	DGX	2017-12-31	2017	7709000000.0	-4719000000.0	1165000000.0	-1825000000.0	270000000.0	1435000000.0	15440.0	Quest Diagnostics Incorporated	 Investor, Supply Chain	 Health care provision, Other services	Biotech, health care & pharma	General
1523	DGX	2018-12-31	2018	7531000000.0	-4926000000.0	1105000000.0	-1500000000.0	309000000.0	1414000000.0	15440.0	Quest Diagnostics Incorporated	 Investor, Supply Chain	 Health care provision, Other services	Biotech, health care & pharma	General
1524	DGX	2019-12-31	2019	7726000000.0	-5037000000.0	1231000000.0	-1458000000.0	329000000.0	1560000000.0	15440.0	Quest Diagnostics Incorporated	 Investor, Supply Chain	 Health care provision, Other services	Biotech, health care & pharma	General
1525	DHR	2017-12-31	2017	18329700000.0	-8137200000.0	3021200000.0	-7171300000.0	1238300000.0	4259500000.0						
1526	DHR	2018-12-31	2018	19893000000.0	-8785900000.0	3403800000.0	-7703300000.0	1307700000.0	4711500000.0						
1527	DHR	2019-12-31	2019	17911100000.0	-7927400000.0	3269400000.0	-6714300000.0	1189500000.0	4458900000.0						
1528	DHX	2017-12-31	2017	207950000.0	-29974000.0	19845000.0	-158131000.0	11890000.0	31735000.0						
1529	DHX	2018-12-31	2018	161570000.0	-18344000.0	15942000.0	-127284000.0	9762000.0	25704000.0						
1530	DHX	2019-12-31	2019	149370000.0	-16237000.0	19262000.0	-113871000.0	9743000.0	29005000.0						
1531	DIN	2017-12-31	2017	604819000.0	-263173000.0	165958000.0	-175688000.0	30648000.0	196606000.0						
1532	DIN	2018-12-31	2018	780931000.0	-427844000.0	176299000.0	-176788000.0	32175000.0	208474000.0						
1533	DIN	2019-12-31	2019	910178000.0	-527364000.0	208297000.0	-174517000.0	42493000.0	250790000.0						
1534	DIS	2017-09-30	2017	55137000000.0	-30306000000.0	13873000000.0	-10958000000.0	2782000000.0	16655000000.0	20384.0	Walt Disney Company	 Investor, Supply Chain	 Entertainment facilities, Media, telecommunications & data center services, Web & marketing services	Services	General
1535	DIS	2018-09-30	2018	59434000000.0	-32726000000.0	14837000000.0	-11871000000.0	3011000000.0	17848000000.0	20384.0	Walt Disney Company	 Investor, Supply Chain	 Entertainment facilities, Media, telecommunications & data center services, Web & marketing services	Services	General
1536	DIS	2019-09-30	2019	69570000000.0	-42018000000.0	11851000000.0	-15701000000.0	4160000000.0	16011000000.0	20384.0	Walt Disney Company	 Investor, Supply Chain	 Entertainment facilities, Media, telecommunications & data center services, Web & marketing services	Services	General
1537	DISCA	2017-12-31	2017	6873000000.0	-2656000000.0	2119000000.0	-2098000000.0	330000000.0	2449000000.0						
1538	DISCA	2018-12-31	2018	10553000000.0	-3935000000.0	2600000000.0	-4018000000.0	1398000000.0	3998000000.0						
1539	DISCA	2019-12-31	2019	11144000000.0	-3819000000.0	3190000000.0	-4135000000.0	1347000000.0	4537000000.0						
1540	DISH	2017-12-31	2017	14391375000.0	-1204261000.0	2009378000.0	-11177736000.0	817564000.0	2826942000.0						
1541	DISH	2018-12-31	2018	13621302000.0	-769307000.0	2147621000.0	-10704374000.0	712024000.0	2859645000.0						
1542	DISH	2019-12-31	2019	12807684000.0	-994526000.0	1878876000.0	-9934282000.0	630577000.0	2509453000.0						
1543	DK	2017-12-31	2017	7267100000.0	-6756600000.0	186400000.0	-324100000.0	153300000.0	339700000.0						
1544	DK	2018-12-31	2018	10233100000.0	-9137100000.0	611900000.0	-484100000.0	199400000.0	811300000.0						
